date,rank,team,points
04 April 2019,102,Faroe Islands,1213
04 April 2019,103,Mauritania,1210
04 April 2019,104,Niger,1209
04 April 2019,105,Libya,1207
04 April 2019,106,Armenia,1206
04 April 2019,107,Madagascar,1203
04 April 2019,108,Kenya,1202
04 April 2019,108,Azerbaijan,1202
04 April 2019,110,Zimbabwe,1190
04 April 2019,111,Bahrain,1188
04 April 2019,112,Central African Republic,1184
04 April 2019,113,Namibia,1181
04 April 2019,114,Thailand,1174
04 April 2019,115,Sierra Leone,1172
04 April 2019,116,Kazakhstan,1171
04 April 2019,117,Mozambique,1166
04 April 2019,118,Guinea-Bissau,1158
04 April 2019,119,New Zealand,1157
04 April 2019,120,Tajikistan,1155
04 April 2019,121,Korea DPR,1152
04 April 2019,122,Angola,1142
04 April 2019,123,Antigua and Barbuda,1136
04 April 2019,124,Philippines,1135
04 April 2019,125,Chinese Taipei,1128
04 April 2019,126,Togo,1127
04 April 2019,127,Kosovo,1124
04 April 2019,128,Malawi,1122
04 April 2019,129,Nicaragua,1120
04 April 2019,130,Sudan,1106
04 April 2019,131,Tanzania,1105
04 April 2019,132,Lithuania,1102
04 April 2019,133,Latvia,1101
04 April 2019,134,Andorra,1099
04 April 2019,135,St. Kitts and Nevis,1096
04 April 2019,136,Burundi,1089
04 April 2019,136,Turkmenistan,1089
04 April 2019,138,Rwanda,1088
04 April 2019,139,Solomon Islands,1083
04 April 2019,140,Myanmar,1080
04 April 2019,141,Hong Kong,1078
04 April 2019,142,Lesotho,1075
04 April 2019,143,Equatorial Guinea,1074
04 April 2019,143,Eswatini,1074
04 April 2019,143,Guatemala,1074
04 April 2019,146,Yemen,1073
04 April 2019,147,Comoros,1071
04 April 2019,148,Botswana,1060
04 April 2019,149,Afghanistan,1057
04 April 2019,150,Ethiopia,1049
04 April 2019,151,Maldives,1046
04 April 2019,152,Suriname,1045
04 April 2019,153,Liberia,1044
04 April 2019,154,Dominican Republic,1028
04 April 2019,155,New Caledonia,1026
04 April 2019,156,Mauritius,1022
04 April 2019,156,Kuwait,1022
04 April 2019,158,Tahiti,1020
04 April 2019,159,Indonesia,1008
04 April 2019,160,Singapore,998
04 April 2019,161,Barbados,996
04 April 2019,161,Nepal,996
04 April 2019,163,Gambia,994
04 April 2019,163,Belize,994
04 April 2019,165,Fiji,992
04 April 2019,166,Vanuatu,991
04 April 2019,167,South Sudan,989
04 April 2019,168,Malaysia,986
04 April 2019,169,Papua New Guinea,984
04 April 2019,170,St. Lucia,975
04 April 2019,171,Moldova,974
04 April 2019,172,Grenada,973
04 April 2019,173,Cambodia,967
04 April 2019,174,Cuba,961
04 April 2019,175,Guyana,959
04 April 2019,175,Bermuda,959
04 April 2019,177,Chad,956
04 April 2019,178,Dominica,954
04 April 2019,178,St. Vincent and the Grenadines,954
04 April 2019,180,Malta,943
04 April 2019,181,Puerto Rico,940
04 April 2019,182,Liechtenstein,932
04 April 2019,183,Macau,925
04 April 2019,184,Laos,923
04 April 2019,185,Sao Tome e Principe,920
04 April 2019,186,Bhutan,917
04 April 2019,187,Mongolia,915
04 April 2019,188,Bangladesh,909
04 April 2019,188,Aruba,909
04 April 2019,190,Cook Islands,908
04 April 2019,190,American Samoa,908
04 April 2019,190,Seychelles,908
04 April 2019,193,Guam,907
04 April 2019,194,Brunei Darussalam,903
04 April 2019,195,Gibraltar,900
04 April 2019,195,Timor-Leste,900
04 April 2019,197,Samoa,896
04 April 2019,197,Djibouti,896
04 April 2019,199,Montserrat,895
04 April 2019,200,US Virgin Islands,888
04 April 2019,200,Pakistan,888
04 April 2019,202,Sri Lanka,886
04 April 2019,203,Tonga,868
04 April 2019,203,Eritrea,868
04 April 2019,203,Somalia,868
04 April 2019,206,Cayman Islands,867
04 April 2019,206,British Virgin Islands,867
04 April 2019,208,Turks and Caicos Islands,862
04 April 2019,209,Anguilla,857
04 April 2019,210,Bahamas,855
04 April 2019,211,San Marino,848
14 June 2019,1,Belgium,1746
14 June 2019,2,France,1718
14 June 2019,3,Brazil,1681
14 June 2019,4,England,1652
14 June 2019,5,Portugal,1631
14 June 2019,6,Croatia,1625
14 June 2019,7,Spain,1617
14 June 2019,8,Uruguay,1615
14 June 2019,9,Switzerland,1605
14 June 2019,10,Denmark,1589
14 June 2019,11,Germany,1582
14 June 2019,11,Argentina,1582
14 June 2019,13,Colombia,1580
14 June 2019,14,Italy,1569
14 June 2019,14,Netherlands,1569
14 June 2019,16,Chile,1561
14 June 2019,17,Sweden,1558
14 June 2019,18,Mexico,1557
14 June 2019,19,Poland,1550
14 June 2019,20,IR Iran,1518
14 June 2019,21,Peru,1516
14 June 2019,22,Senegal,1515
14 June 2019,23,Wales,1514
14 June 2019,24,Ukraine,1513
14 June 2019,25,Tunisia,1501
14 June 2019,26,Austria,1498
14 June 2019,27,Romania,1497
14 June 2019,28,Northern Ireland,1496
14 June 2019,28,Japan,1496
14 June 2019,30,USA,1495
14 June 2019,31,Slovakia,1491
14 June 2019,32,Republic of Ireland,1489
14 June 2019,33,Venezuela,1485
14 June 2019,34,Serbia,1477
14 June 2019,35,Iceland,1473
14 June 2019,36,Paraguay,1468
14 June 2019,37,Korea Republic,1467
14 June 2019,37,Turkey,1467
14 June 2019,39,Costa Rica,1453
14 June 2019,39,Bosnia and Herzegovina,1453
14 June 2019,41,Czech Republic,1448
14 June 2019,42,Hungary,1442
14 June 2019,43,Australia,1436
14 June 2019,43,Russia,1436
14 June 2019,45,Scotland,1433
14 June 2019,45,Nigeria,1433
14 June 2019,47,Morocco,1429
14 June 2019,47,Norway,1429
14 June 2019,49,Congo DR,1424
14 June 2019,50,Ghana,1423
14 June 2019,51,Cameroon,1404
14 June 2019,52,Greece,1403
14 June 2019,53,Montenegro,1401
14 June 2019,54,Jamaica,1397
14 June 2019,55,Qatar,1396
14 June 2019,56,Finland,1394
14 June 2019,57,Bulgaria,1388
14 June 2019,58,Egypt,1384
14 June 2019,59,Burkina Faso,1381
14 June 2019,60,Ecuador,1375
14 June 2019,61,Honduras,1368
14 June 2019,62,Bolivia,1365
14 June 2019,62,Mali,1365
14 June 2019,62,Côte d'Ivoire,1365
14 June 2019,65,Slovenia,1363
14 June 2019,66,Albania,1362
14 June 2019,67,United Arab Emirates,1360
14 June 2019,68,Algeria,1346
14 June 2019,69,El Salvador,1342
14 June 2019,69,Saudi Arabia,1342
14 June 2019,71,Guinea,1336
14 June 2019,72,South Africa,1335
14 June 2019,73,China PR,1333
14 June 2019,73,North Macedonia,1333
14 June 2019,75,Panama,1322
14 June 2019,76,Cape Verde Islands,1319
14 June 2019,77,Iraq,1315
14 June 2019,78,Canada,1314
14 June 2019,79,Curacao,1302
14 June 2019,80,Uganda,1299
14 June 2019,81,Zambia,1298
14 June 2019,82,Israel,1286
14 June 2019,82,Belarus,1286
14 June 2019,82,Uzbekistan,1286
14 June 2019,85,Syria,1278
14 June 2019,86,Oman,1277
14 June 2019,86,Lebanon,1277
14 June 2019,88,Benin,1273
14 June 2019,89,Gabon,1272
14 June 2019,90,Congo,1265
14 June 2019,90,Luxembourg,1265
14 June 2019,92,Trinidad and Tobago,1260
14 June 2019,93,Cyprus,1258
14 June 2019,94,Georgia,1255
14 June 2019,95,Kyrgyz Republic,1252
14 June 2019,96,Vietnam,1232
14 June 2019,97,Armenia,1230
14 June 2019,98,Jordan,1229
14 June 2019,99,Estonia,1228
14 June 2019,100,Palestine,1224
14 June 2019,101,India,1219
14 June 2019,101,Haiti,1219
14 June 2019,103,Mauritania,1210
14 June 2019,104,Niger,1209
14 June 2019,105,Kenya,1207
14 June 2019,105,Libya,1207
14 June 2019,107,Faroe Islands,1200
14 June 2019,108,Madagascar,1198
14 June 2019,109,Zimbabwe,1192
14 June 2019,110,Bahrain,1188
14 June 2019,110,Azerbaijan,1188
14 June 2019,112,Central African Republic,1184
14 June 2019,113,Namibia,1182
14 June 2019,114,Kazakhstan,1174
14 June 2019,115,Sierra Leone,1172
14 June 2019,116,Thailand,1165
14 June 2019,117,Mozambique,1163
14 June 2019,118,Guinea-Bissau,1158
14 June 2019,119,New Zealand,1157
14 June 2019,120,Tajikistan,1151
14 June 2019,121,Kosovo,1149
14 June 2019,122,Korea DPR,1148
14 June 2019,123,Angola,1142
14 June 2019,124,Antigua and Barbuda,1136
14 June 2019,125,Chinese Taipei,1132
14 June 2019,126,Philippines,1131
14 June 2019,126,Malawi,1131
14 June 2019,128,Togo,1127
14 June 2019,129,Nicaragua,1118
14 June 2019,130,Sudan,1106
14 June 2019,131,Tanzania,1105
14 June 2019,132,Lithuania,1101
14 June 2019,133,St. Kitts and Nevis,1096
14 June 2019,134,Burundi,1092
14 June 2019,135,Turkmenistan,1091
14 June 2019,136,Rwanda,1088
14 June 2019,137,Latvia,1086
14 June 2019,138,Myanmar,1084
14 June 2019,139,Andorra,1082
14 June 2019,140,Solomon Islands,1077
14 June 2019,141,Equatorial Guinea,1074
14 June 2019,141,Hong Kong,1074
14 June 2019,141,Eswatini,1074
14 June 2019,144,Yemen,1073
14 June 2019,145,Lesotho,1072
14 June 2019,145,Guatemala,1072
14 June 2019,147,Botswana,1069
14 June 2019,148,Comoros,1068
14 June 2019,149,Afghanistan,1058
14 June 2019,150,Ethiopia,1049
14 June 2019,151,Maldives,1046
14 June 2019,152,Suriname,1045
14 June 2019,153,Liberia,1044
14 June 2019,154,Dominican Republic,1028
14 June 2019,155,New Caledonia,1026
14 June 2019,156,Kuwait,1022
14 June 2019,157,Mauritius,1020
14 June 2019,158,Tahiti,1015
14 June 2019,159,Malaysia,1009
14 June 2019,160,Indonesia,1005
14 June 2019,161,Gambia,1002
14 June 2019,162,Singapore,999
14 June 2019,163,Vanuatu,997
14 June 2019,164,Barbados,996
14 June 2019,165,Nepal,995
14 June 2019,166,Belize,994
14 June 2019,167,Fiji,992
14 June 2019,168,South Sudan,989
14 June 2019,169,Cambodia,988
14 June 2019,170,Moldova,985
14 June 2019,171,Papua New Guinea,984
14 June 2019,172,St. Lucia,975
14 June 2019,173,Grenada,973
14 June 2019,174,Bermuda,964
14 June 2019,175,Cuba,961
14 June 2019,176,Chad,956
14 June 2019,177,Dominica,954
14 June 2019,177,Guyana,954
14 June 2019,177,St. Vincent and the Grenadines,954
14 June 2019,180,Puerto Rico,940
14 June 2019,181,Malta,939
14 June 2019,182,Macau,936
14 June 2019,183,Liechtenstein,922
14 June 2019,183,Bangladesh,922
14 June 2019,185,Sao Tome e Principe,920
14 June 2019,186,Bhutan,916
14 June 2019,187,Mongolia,914
14 June 2019,188,Laos,912
14 June 2019,189,Aruba,909
14 June 2019,190,Guam,908
14 June 2019,190,Cook Islands,908
14 June 2019,190,American Samoa,908
14 June 2019,193,Brunei Darussalam,904
14 June 2019,194,Seychelles,902
14 June 2019,195,Samoa,896
14 June 2019,195,Djibouti,896
14 June 2019,197,Montserrat,895
14 June 2019,198,Gibraltar,893
14 June 2019,199,US Virgin Islands,888
14 June 2019,200,Timor-Leste,879
14 June 2019,201,Sri Lanka,872
14 June 2019,202,Eritrea,868
14 June 2019,202,Tonga,868
14 June 2019,202,Somalia,868
14 June 2019,205,Pakistan,867
14 June 2019,205,Cayman Islands,867
14 June 2019,205,British Virgin Islands,867
14 June 2019,208,Turks and Caicos Islands,862
14 June 2019,209,Anguilla,857
14 June 2019,210,Bahamas,855
14 June 2019,211,San Marino,839
25 July 2019,1,Belgium,1746
25 July 2019,2,Brazil,1726
25 July 2019,3,France,1718
25 July 2019,4,England,1652
25 July 2019,5,Uruguay,1637
25 July 2019,6,Portugal,1631
25 July 2019,7,Croatia,1625
25 July 2019,8,Colombia,1622
25 July 2019,9,Spain,1617
25 July 2019,10,Argentina,1610
25 July 2019,11,Switzerland,1605
25 July 2019,12,Mexico,1604
25 July 2019,13,Denmark,1589
25 July 2019,14,Chile,1583
25 July 2019,15,Germany,1582
25 July 2019,16,Italy,1569
25 July 2019,16,Netherlands,1569
25 July 2019,18,Sweden,1558
25 July 2019,19,Peru,1552
25 July 2019,20,Poland,1550
25 July 2019,20,Senegal,1550
25 July 2019,22,USA,1548
25 July 2019,23,IR Iran,1518
25 July 2019,24,Wales,1514
25 July 2019,25,Ukraine,1513
25 July 2019,26,Venezuela,1505
25 July 2019,27,Austria,1498
25 July 2019,28,Romania,1497
25 July 2019,29,Tunisia,1496
25 July 2019,29,Northern Ireland,1496
25 July 2019,31,Slovakia,1491
25 July 2019,32,Republic of Ireland,1489
25 July 2019,33,Nigeria,1481
25 July 2019,33,Japan,1481
25 July 2019,35,Serbia,1477
25 July 2019,36,Iceland,1473
25 July 2019,37,Korea Republic,1467
25 July 2019,37,Turkey,1467
25 July 2019,39,Paraguay,1464
25 July 2019,40,Algeria,1463
25 July 2019,41,Morocco,1461
25 July 2019,42,Bosnia and Herzegovina,1453
25 July 2019,43,Czech Republic,1448
25 July 2019,44,Costa Rica,1445
25 July 2019,45,Hungary,1442
25 July 2019,46,Australia,1436
25 July 2019,46,Russia,1436
25 July 2019,48,Scotland,1433
25 July 2019,49,Egypt,1431
25 July 2019,50,Norway,1429
25 July 2019,50,Ghana,1429
25 July 2019,52,Jamaica,1425
25 July 2019,53,Cameroon,1409
25 July 2019,54,Greece,1403
25 July 2019,55,Montenegro,1401
25 July 2019,56,Congo DR,1395
25 July 2019,57,Côte d'Ivoire,1394
25 July 2019,57,Finland,1394
25 July 2019,59,Mali,1389
25 July 2019,60,Bulgaria,1388
25 July 2019,61,Burkina Faso,1381
25 July 2019,62,Qatar,1375
25 July 2019,63,Slovenia,1363
25 July 2019,64,Albania,1362
25 July 2019,65,United Arab Emirates,1360
25 July 2019,66,Ecuador,1359
25 July 2019,67,Honduras,1350
25 July 2019,68,Saudi Arabia,1342
25 July 2019,68,El Salvador,1342
25 July 2019,70,South Africa,1338
25 July 2019,71,China PR,1333
25 July 2019,71,North Macedonia,1333
25 July 2019,73,Bolivia,1332
25 July 2019,74,Panama,1331
25 July 2019,75,Guinea,1325
25 July 2019,76,Cape Verde Islands,1319
25 July 2019,77,Iraq,1315
25 July 2019,78,Canada,1312
25 July 2019,79,Curacao,1309
25 July 2019,80,Uganda,1305
25 July 2019,81,Zambia,1299
25 July 2019,82,Benin,1295
25 July 2019,83,Haiti,1288
25 July 2019,84,Israel,1286
25 July 2019,84,Belarus,1286
25 July 2019,84,Uzbekistan,1286
25 July 2019,87,Syria,1277
25 July 2019,87,Oman,1277
25 July 2019,87,Lebanon,1277
25 July 2019,90,Gabon,1272
25 July 2019,91,Congo,1265
25 July 2019,91,Luxembourg,1265
25 July 2019,93,Cyprus,1258
25 July 2019,94,Georgia,1255
25 July 2019,95,Kyrgyz Republic,1252
25 July 2019,96,Madagascar,1251
25 July 2019,97,Vietnam,1232
25 July 2019,98,Armenia,1230
25 July 2019,99,Jordan,1229
25 July 2019,100,Estonia,1228
25 July 2019,101,Trinidad and Tobago,1226
25 July 2019,102,Palestine,1224
25 July 2019,103,India,1214
25 July 2019,104,Niger,1209
25 July 2019,105,Libya,1207
25 July 2019,106,Mauritania,1205
25 July 2019,107,Kenya,1201
25 July 2019,108,Faroe Islands,1200
25 July 2019,109,Bahrain,1188
25 July 2019,109,Azerbaijan,1188
25 July 2019,111,Central African Republic,1184
25 July 2019,112,Kazakhstan,1174
25 July 2019,112,Zimbabwe,1174
25 July 2019,114,Sierra Leone,1172
25 July 2019,115,Thailand,1165
25 July 2019,116,Mozambique,1163
25 July 2019,117,New Zealand,1157
25 July 2019,118,Korea DPR,1154
25 July 2019,119,Tajikistan,1152
25 July 2019,120,Kosovo,1149
25 July 2019,121,Namibia,1148
25 July 2019,122,Angola,1144
25 July 2019,123,Guinea-Bissau,1143
25 July 2019,124,Antigua and Barbuda,1136
25 July 2019,125,Chinese Taipei,1132
25 July 2019,126,Philippines,1131
25 July 2019,126,Malawi,1131
25 July 2019,128,Togo,1127
25 July 2019,129,Sudan,1106
25 July 2019,130,Lithuania,1101
25 July 2019,131,St. Kitts and Nevis,1096
25 July 2019,132,Turkmenistan,1091
25 July 2019,133,Rwanda,1088
25 July 2019,134,Latvia,1086
25 July 2019,135,Myanmar,1084
25 July 2019,136,Andorra,1082
25 July 2019,137,Tanzania,1075
25 July 2019,137,Nicaragua,1075
25 July 2019,139,Equatorial Guinea,1074
25 July 2019,139,Eswatini,1074
25 July 2019,139,Hong Kong,1074
25 July 2019,142,Solomon Islands,1073
25 July 2019,142,Yemen,1073
25 July 2019,144,Guatemala,1072
25 July 2019,144,Lesotho,1072
25 July 2019,146,Comoros,1071
25 July 2019,147,Botswana,1069
25 July 2019,148,Burundi,1061
25 July 2019,149,Afghanistan,1058
25 July 2019,150,Ethiopia,1049
25 July 2019,151,Suriname,1045
25 July 2019,152,Maldives,1044
25 July 2019,152,Liberia,1044
25 July 2019,154,New Caledonia,1035
25 July 2019,155,Dominican Republic,1028
25 July 2019,156,Kuwait,1022
25 July 2019,157,Mauritius,1019
25 July 2019,158,Tahiti,1014
25 July 2019,159,Malaysia,1009
25 July 2019,160,Indonesia,1008
25 July 2019,161,Gambia,1006
25 July 2019,162,Singapore,999
25 July 2019,163,Vanuatu,996
25 July 2019,163,Fiji,996
25 July 2019,163,Barbados,996
25 July 2019,166,Nepal,995
25 July 2019,167,Belize,994
25 July 2019,168,Papua New Guinea,991
25 July 2019,169,South Sudan,989
25 July 2019,170,Cambodia,988
25 July 2019,171,Moldova,985
25 July 2019,172,St. Lucia,975
25 July 2019,173,Grenada,973
25 July 2019,174,Bermuda,972
25 July 2019,175,Chad,956
25 July 2019,176,Dominica,954
25 July 2019,176,St. Vincent and the Grenadines,954
25 July 2019,178,Guyana,953
25 July 2019,179,Cuba,950
25 July 2019,180,Puerto Rico,940
25 July 2019,181,Malta,939
25 July 2019,182,Liechtenstein,922
25 July 2019,182,Bangladesh,922
25 July 2019,182,Macau,922
25 July 2019,185,Sao Tome e Principe,920
25 July 2019,186,Bhutan,916
25 July 2019,187,Mongolia,914
25 July 2019,188,Laos,912
25 July 2019,189,Aruba,909
25 July 2019,190,Guam,908
25 July 2019,190,Cook Islands,908
25 July 2019,192,Seychelles,904
25 July 2019,192,Brunei Darussalam,904
25 July 2019,194,American Samoa,900
25 July 2019,195,Djibouti,896
25 July 2019,196,Montserrat,895
25 July 2019,197,Samoa,894
25 July 2019,198,Gibraltar,893
25 July 2019,199,US Virgin Islands,888
25 July 2019,200,Sri Lanka,886
25 July 2019,201,Timor-Leste,879
25 July 2019,202,Somalia,868
25 July 2019,202,Eritrea,868
25 July 2019,204,Cayman Islands,867
25 July 2019,204,Pakistan,867
25 July 2019,204,British Virgin Islands,867
25 July 2019,207,Tonga,862
25 July 2019,207,Turks and Caicos Islands,862
25 July 2019,209,Anguilla,857
25 July 2019,210,Bahamas,855
25 July 2019,211,San Marino,839
19 September 2019,1,Belgium,1752
19 September 2019,2,France,1725
19 September 2019,3,Brazil,1719
19 September 2019,4,England,1662
19 September 2019,5,Portugal,1643
19 September 2019,6,Uruguay,1639
19 September 2019,7,Spain,1631
19 September 2019,8,Croatia,1625
19 September 2019,9,Colombia,1622
19 September 2019,10,Argentina,1614
19 September 2019,11,Switzerland,1604
19 September 2019,12,Mexico,1603
19 September 2019,13,Netherlands,1586
19 September 2019,14,Denmark,1584
19 September 2019,15,Italy,1583
19 September 2019,16,Germany,1580
19 September 2019,17,Chile,1576
19 September 2019,18,Sweden,1560
19 September 2019,19,Peru,1551
19 September 2019,20,Senegal,1546
19 September 2019,21,USA,1545
19 September 2019,22,Poland,1532
19 September 2019,23,Wales,1522
19 September 2019,23,IR Iran,1522
19 September 2019,25,Ukraine,1516
19 September 2019,26,Venezuela,1506
19 September 2019,27,Austria,1503
19 September 2019,28,Republic of Ireland,1496
19 September 2019,29,Tunisia,1493
19 September 2019,29,Slovakia,1493
19 September 2019,31,Romania,1490
19 September 2019,31,Japan,1490
19 September 2019,33,Northern Ireland,1488
19 September 2019,34,Nigeria,1482
19 September 2019,35,Serbia,1476
19 September 2019,36,Turkey,1475
19 September 2019,37,Korea Republic,1470
19 September 2019,38,Algeria,1466
19 September 2019,39,Morocco,1463
19 September 2019,40,Paraguay,1462
19 September 2019,41,Iceland,1461
19 September 2019,42,Russia,1455
19 September 2019,43,Costa Rica,1442
19 September 2019,44,Czech Republic,1441
19 September 2019,44,Australia,1441
19 September 2019,46,Bosnia and Herzegovina,1438
19 September 2019,47,Norway,1435
19 September 2019,47,Jamaica,1435
19 September 2019,49,Egypt,1431
19 September 2019,50,Hungary,1430
19 September 2019,51,Ghana,1429
19 September 2019,52,Scotland,1415
19 September 2019,53,Cameroon,1409
19 September 2019,54,Finland,1398
19 September 2019,55,Congo DR,1395
19 September 2019,56,Côte d'Ivoire,1394
19 September 2019,57,Mali,1391
19 September 2019,58,Slovenia,1390
19 September 2019,59,Montenegro,1389
19 September 2019,60,Greece,1382
19 September 2019,61,Burkina Faso,1381
19 September 2019,62,Bulgaria,1377
19 September 2019,62,Qatar,1377
19 September 2019,64,Albania,1372
19 September 2019,65,Ecuador,1370
19 September 2019,66,United Arab Emirates,1365
19 September 2019,67,Honduras,1359
19 September 2019,68,China PR,1340
19 September 2019,69,North Macedonia,1339
19 September 2019,70,Saudi Arabia,1336
19 September 2019,71,South Africa,1331
19 September 2019,72,Bolivia,1327
19 September 2019,72,El Salvador,1327
19 September 2019,74,Guinea,1325
19 September 2019,75,Canada,1322
19 September 2019,76,Curacao,1320
19 September 2019,77,Panama,1316
19 September 2019,78,Cape Verde Islands,1315
19 September 2019,79,Iraq,1314
19 September 2019,80,Uganda,1305
19 September 2019,81,Zambia,1299
19 September 2019,82,Belarus,1294
19 September 2019,83,Benin,1293
19 September 2019,84,Oman,1292
19 September 2019,85,Syria,1280
19 September 2019,86,Israel,1277
19 September 2019,86,Haiti,1277
19 September 2019,88,Uzbekistan,1272
19 September 2019,88,Gabon,1272
19 September 2019,90,Congo,1265
19 September 2019,91,Georgia,1264
19 September 2019,92,Cyprus,1261
19 September 2019,93,Luxembourg,1255
19 September 2019,94,Lebanon,1253
19 September 2019,95,Madagascar,1249
19 September 2019,96,Armenia,1242
19 September 2019,97,Kyrgyz Republic,1237
19 September 2019,98,Jordan,1235
19 September 2019,99,Vietnam,1231
19 September 2019,100,Trinidad and Tobago,1226
19 September 2019,101,Palestine,1223
19 September 2019,102,Estonia,1212
19 September 2019,102,Libya,1212
19 September 2019,104,India,1207
19 September 2019,105,Mauritania,1206
19 September 2019,105,Bahrain,1206
19 September 2019,107,Niger,1201
19 September 2019,107,Kenya,1201
19 September 2019,109,Faroe Islands,1191
19 September 2019,109,Azerbaijan,1191
19 September 2019,111,Central African Republic,1184
19 September 2019,112,Mozambique,1181
19 September 2019,113,Korea DPR,1176
19 September 2019,114,Thailand,1175
19 September 2019,115,Tajikistan,1174
19 September 2019,116,Kazakhstan,1169
19 September 2019,117,Sierra Leone,1167
19 September 2019,118,Zimbabwe,1165
19 September 2019,119,Kosovo,1164
19 September 2019,120,Namibia,1162
19 September 2019,121,Angola,1161
19 September 2019,122,New Zealand,1157
19 September 2019,123,Guinea-Bissau,1155
19 September 2019,124,Togo,1140
19 September 2019,124,Malawi,1140
19 September 2019,126,Antigua and Barbuda,1137
19 September 2019,127,Philippines,1130
19 September 2019,128,Sudan,1111
19 September 2019,129,Chinese Taipei,1107
19 September 2019,130,Rwanda,1104
19 September 2019,131,Turkmenistan,1094
19 September 2019,131,Lithuania,1094
19 September 2019,133,Guatemala,1088
19 September 2019,134,Equatorial Guinea,1084
19 September 2019,135,Tanzania,1083
19 September 2019,136,St. Kitts and Nevis,1081
19 September 2019,137,Yemen,1078
19 September 2019,137,Lesotho,1078
19 September 2019,139,Latvia,1075
19 September 2019,139,Andorra,1075
19 September 2019,141,Solomon Islands,1073
19 September 2019,142,Suriname,1069
19 September 2019,143,Hong Kong,1068
19 September 2019,144,Burundi,1065
19 September 2019,145,Myanmar,1064
19 September 2019,146,Afghanistan,1062
19 September 2019,147,Comoros,1060
19 September 2019,148,Botswana,1059
19 September 2019,148,Nicaragua,1059
19 September 2019,150,Eswatini,1055
19 September 2019,151,Ethiopia,1054
19 September 2019,152,Liberia,1053
19 September 2019,153,Maldives,1047
19 September 2019,154,New Caledonia,1035
19 September 2019,155,Dominican Republic,1032
19 September 2019,156,Kuwait,1029
19 September 2019,157,Singapore,1019
19 September 2019,158,Malaysia,1015
19 September 2019,159,Tahiti,1014
19 September 2019,160,Grenada,1001
19 September 2019,161,Nepal,999
19 September 2019,161,Mauritius,999
19 September 2019,163,Fiji,996
19 September 2019,163,Vanuatu,996
19 September 2019,165,Papua New Guinea,991
19 September 2019,166,Gambia,988
19 September 2019,167,Bermuda,987
19 September 2019,167,Indonesia,987
19 September 2019,169,Cambodia,982
19 September 2019,170,Barbados,981
19 September 2019,170,Belize,981
19 September 2019,172,Moldova,978
19 September 2019,173,South Sudan,977
19 September 2019,174,St. Vincent and the Grenadines,969
19 September 2019,174,St. Lucia,969
19 September 2019,176,Guyana,960
19 September 2019,177,Chad,950
19 September 2019,178,Cuba,940
19 September 2019,179,Malta,933
19 September 2019,180,Dominica,932
19 September 2019,181,Puerto Rico,929
19 September 2019,182,Liechtenstein,928
19 September 2019,183,Mongolia,923
19 September 2019,184,Macau,922
19 September 2019,185,Bhutan,916
19 September 2019,186,Djibouti,913
19 September 2019,187,Laos,912
19 September 2019,187,Bangladesh,912
19 September 2019,187,Montserrat,912
19 September 2019,190,Sao Tome e Principe,905
19 September 2019,191,Brunei Darussalam,904
19 September 2019,192,American Samoa,900
19 September 2019,193,Cayman Islands,895
19 September 2019,194,Samoa,894
19 September 2019,195,Guam,890
19 September 2019,195,Aruba,890
19 September 2019,197,Gibraltar,889
19 September 2019,198,Seychelles,888
19 September 2019,199,Timor-Leste,879
19 September 2019,199,Somalia,879
19 September 2019,201,US Virgin Islands,875
19 September 2019,202,Sri Lanka,872
19 September 2019,203,British Virgin Islands,867
19 September 2019,203,Pakistan,867
19 September 2019,205,Tonga,862
19 September 2019,205,Turks and Caicos Islands,862
19 September 2019,207,Eritrea,856
19 September 2019,208,Bahamas,855
19 September 2019,209,Anguilla,849
19 September 2019,210,San Marino,835
24 October 2019,1,Belgium,1755
24 October 2019,2,France,1726
24 October 2019,3,Brazil,1715
24 October 2019,4,England,1651
24 October 2019,5,Uruguay,1642
24 October 2019,6,Portugal,1632
24 October 2019,7,Croatia,1631
24 October 2019,8,Spain,1625
24 October 2019,9,Argentina,1617
24 October 2019,10,Colombia,1615
24 October 2019,11,Mexico,1613
24 October 2019,12,Netherlands,1602
24 October 2019,13,Switzerland,1601
24 October 2019,14,Denmark,1599
24 October 2019,15,Italy,1593
24 October 2019,16,Germany,1586
24 October 2019,17,Chile,1579
24 October 2019,18,Sweden,1563
24 October 2019,19,Peru,1548
24 October 2019,20,Senegal,1546
24 October 2019,21,Poland,1544
24 October 2019,22,Ukraine,1536
24 October 2019,23,USA,1530
24 October 2019,24,Wales,1524
24 October 2019,25,Austria,1520
24 October 2019,26,Venezuela,1512
24 October 2019,27,IR Iran,1505
24 October 2019,28,Japan,1498
24 October 2019,29,Tunisia,1495
24 October 2019,29,Romania,1495
24 October 2019,31,Slovakia,1493
24 October 2019,32,Turkey,1490
24 October 2019,33,Serbia,1485
24 October 2019,34,Northern Ireland,1483
24 October 2019,35,Nigeria,1481
24 October 2019,36,Republic of Ireland,1480
24 October 2019,37,Russia,1474
24 October 2019,38,Algeria,1469
24 October 2019,39,Korea Republic,1466
24 October 2019,40,Iceland,1460
24 October 2019,41,Paraguay,1458
24 October 2019,42,Morocco,1457
24 October 2019,43,Czech Republic,1454
24 October 2019,44,Australia,1450
24 October 2019,45,Norway,1441
24 October 2019,45,Jamaica,1441
24 October 2019,47,Costa Rica,1436
